design_id,ip_id,ip_name,product_type,product_type_name,year,quarter,season,month,week_of_year,is_holiday_season,theme,product_age,production_cost,popularity_trend,trend_score_current,trend_score_q1,trend_score_q2,trend_score_q3,trend_score_q4,trend_momentum,trend_volatility,social_reach,social_engagement,sentiment_score,viral_coefficient,competition_level,theme_saturation,retail_price,price_multiplier,sales_quantity,revenue,sellthrough_rate
lulu_sticker_2020_winter_聖誕節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2020,4,Winter,11,46,1,聖誕節,4,low,growing,95.0,85.3,82.95,99.97,89.92,9.7,6.53,9279,837,0.8613,0.0902,very_high,0.7502727422994263,403.65,1.35,3953,1595993.52,0.7505
lulu_sticker_2020_winter_冰雪主題,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2020,4,Winter,11,46,1,冰雪主題,4,low,growing,95.0,101.62,91.68,112.45,94.43,-6.62,8.03,8074,844,0.7672,0.1045,medium,0.735597186897037,313.95,1.05,4439,1393627.8,0.8658
lulu_sticker_2020_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2020,4,Winter,11,46,1,冬季溫暖,4,low,growing,95.0,96.4,90.0,102.94,85.39,-1.4,6.62,7265,602,0.6961,0.0829,medium,0.7439877796766168,299.0,1.0,3784,1131442.56,0.8848
lulu_sticker_2020_winter_跨年,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2020,4,Winter,11,46,1,跨年,4,low,growing,95.0,85.41,91.95,95.98,97.21,9.59,4.61,6779,581,0.8578,0.0857,high,0.7919911810716322,343.85,1.15,4006,1377571.16,0.8575
lulu_campaign_2020_winter_聖誕節,lulu_pig,Lulu罐頭豬,campaign,活動,2020,4,Winter,11,46,1,聖誕節,4,high,growing,95.0,91.38,89.43,83.57,92.64,3.62,3.47,6207,780,0.8576,0.1257,very_high,0.4870136837394805,403.65,1.35,3211,1296171.74,0.853
lulu_campaign_2020_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,campaign,活動,2020,4,Winter,11,46,1,冬季溫暖,4,high,growing,95.0,104.96,98.64,90.0,93.25,-9.96,5.67,4807,506,0.8275,0.1053,medium,0.700438468930692,299.0,1.0,3294,984975.69,0.8082
lulu_campaign_2020_winter_跨年,lulu_pig,Lulu罐頭豬,campaign,活動,2020,4,Winter,11,46,1,跨年,4,high,growing,95.0,87.31,93.92,88.99,85.91,7.69,3.02,6644,652,0.8887,0.0981,high,0.49458526015620075,343.85,1.15,3079,1058859.41,0.8635
lulu_campaign_2020_winter_冰雪主題,lulu_pig,Lulu罐頭豬,campaign,活動,2020,4,Winter,11,46,1,冰雪主題,4,high,growing,95.0,105.27,94.66,88.48,103.98,-10.27,6.9,5089,733,0.6628,0.144,medium,0.6213038368434738,313.95,1.05,3378,1060715.33,0.8283
lulu_2d_animation_2021_spring_復活節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,1,Spring,2,7,1,復活節,5,high,growing,95.0,103.48,100.77,92.28,96.43,-8.48,4.26,5801,646,0.8829,0.1114,low,0.39584115592617575,284.05,0.95,2594,736917.11,0.9006
lulu_2d_animation_2021_spring_春節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,1,Spring,2,7,1,春節,5,high,growing,95.0,98.94,111.1,104.8,88.6,-3.94,8.28,5058,652,0.8573,0.1289,very_high,0.6101777148324725,388.7,1.3,2720,1057584.11,0.7575
lulu_2d_animation_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,1,Spring,2,7,1,櫻花季,5,high,growing,95.0,92.84,101.55,94.83,100.67,2.16,3.72,4442,363,0.7962,0.0817,medium,0.3689554999235876,299.0,1.0,2537,758578.05,0.7794
lulu_2d_animation_2021_spring_情人節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,1,Spring,2,7,1,情人節,5,high,growing,95.0,86.61,83.27,95.44,103.54,8.39,7.91,4963,711,0.6936,0.1433,high,0.5979028573810535,358.8,1.2,2463,884009.35,0.8107
lulu_3d_animation_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,1,Spring,2,7,1,櫻花季,5,very_high,growing,94.51,91.82,97.23,118.09,99.84,2.69,9.87,5588,770,0.6793,0.1378,medium,0.6985734384482021,299.0,1.0,3456,1033543.23,0.8537
lulu_3d_animation_2021_spring_復活節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,1,Spring,2,7,1,復活節,5,very_high,growing,94.88,92.62,81.65,92.26,85.97,2.25,4.58,4648,466,0.7583,0.1003,low,0.7868522752436871,284.05,0.95,3036,862452.1,0.9385
lulu_3d_animation_2021_spring_春節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,1,Spring,2,7,1,春節,5,very_high,growing,95.0,95.58,103.34,97.26,91.76,-0.58,4.18,6795,712,0.653,0.1048,very_high,0.36439961366091445,388.7,1.3,3100,1205274.77,0.9143
lulu_3d_animation_2021_spring_情人節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,1,Spring,2,7,1,情人節,5,very_high,growing,95.0,86.38,99.44,92.3,90.21,8.62,4.75,6156,789,0.703,0.1282,high,0.3387124433481879,358.8,1.2,3519,1262946.94,0.8597
lulu_comic_2021_spring_春節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,1,Spring,2,7,1,春節,5,medium,stable,95.0,92.01,77.86,108.26,89.25,2.99,10.86,4254,540,0.808,0.1269,very_high,0.5133020292803161,388.7,1.3,1885,732971.36,0.9362
lulu_comic_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,1,Spring,2,7,1,櫻花季,5,medium,stable,95.0,102.07,101.34,104.77,93.96,-7.07,4.01,3133,291,0.7441,0.0929,medium,0.6833623855070693,299.0,1.0,1954,584513.4,0.8446
lulu_comic_2021_spring_復活節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,1,Spring,2,7,1,復活節,5,medium,stable,88.73,89.78,94.95,94.15,80.57,-1.05,5.72,3693,470,0.6874,0.1273,low,0.6839407811283611,284.05,0.95,1891,537225.93,0.8496
lulu_comic_2021_spring_情人節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,1,Spring,2,7,1,情人節,5,medium,stable,95.0,101.33,105.96,91.36,88.01,-6.33,7.27,3968,536,0.8333,0.1351,high,0.7350246012776374,358.8,1.2,1868,670342.36,0.7964
lulu_single_visual_2021_spring_春節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,1,Spring,2,7,1,春節,5,low,growing,95.0,93.1,91.5,94.01,88.95,1.9,1.92,3228,391,0.8365,0.1211,very_high,0.7061434752586174,388.7,1.3,2211,859701.13,0.8461
lulu_single_visual_2021_spring_復活節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,1,Spring,2,7,1,復活節,5,low,growing,82.27,95.23,86.53,87.98,73.36,-12.96,7.89,4222,432,0.6679,0.1023,low,0.4621657118953038,284.05,0.95,2116,601331.43,0.8993
lulu_single_visual_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,1,Spring,2,7,1,櫻花季,5,low,growing,95.0,97.23,106.3,87.37,81.35,-2.23,9.51,4854,685,0.7438,0.1411,medium,0.7863461320280527,299.0,1.0,2563,766443.46,0.7606
lulu_single_visual_2021_spring_情人節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,1,Spring,2,7,1,情人節,5,low,growing,95.0,92.19,90.99,107.87,81.74,2.81,9.39,5179,663,0.7826,0.128,high,0.3796701202660053,358.8,1.2,2180,782270.18,0.9139
lulu_collaboration_2021_spring_情人節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,1,Spring,2,7,1,情人節,5,very_high,growing,95.0,102.15,94.99,101.07,100.47,-7.15,2.77,7336,991,0.725,0.1351,high,0.557500574404916,358.8,1.2,3701,1328098.35,0.9375
lulu_collaboration_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,1,Spring,2,7,1,櫻花季,5,very_high,growing,95.0,89.54,102.62,110.09,91.78,5.46,8.32,7267,764,0.8344,0.1051,medium,0.5416130787601501,299.0,1.0,3776,1129059.95,0.862
lulu_collaboration_2021_spring_復活節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,1,Spring,2,7,1,復活節,5,very_high,growing,95.0,97.43,94.28,90.2,93.39,-2.43,2.58,6843,830,0.6945,0.1213,low,0.6700270705710142,284.05,0.95,3981,1131027.8,0.884
lulu_collaboration_2021_spring_春節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,1,Spring,2,7,1,春節,5,very_high,growing,95.0,103.95,103.97,95.6,73.28,-8.95,12.55,7944,1111,0.8967,0.1399,very_high,0.5071912263016995,388.7,1.3,3826,1487347.83,0.7982
lulu_lulu_world_2021_spring_復活節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2021,1,Spring,2,7,1,復活節,5,high,growing,95.0,85.22,90.76,86.71,95.53,9.78,4.0,4179,445,0.8408,0.1065,low,0.3838775616321133,284.05,0.95,2702,767753.31,0.8928
lulu_lulu_world_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2021,1,Spring,2,7,1,櫻花季,5,high,growing,95.0,93.66,99.03,92.53,97.9,1.34,2.74,3879,580,0.8197,0.1495,medium,0.4810106375480689,299.0,1.0,2600,777553.56,0.8487
lulu_lulu_world_2021_spring_情人節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2021,1,Spring,2,7,1,情人節,5,high,growing,95.0,104.13,102.04,90.76,88.28,-9.13,6.88,3943,368,0.7732,0.0933,high,0.3494468031193751,358.8,1.2,2610,936825.67,0.9206
lulu_lulu_world_2021_spring_春節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2021,1,Spring,2,7,1,春節,5,high,growing,95.0,87.59,83.59,110.06,91.87,7.41,10.12,6007,674,0.8274,0.1122,very_high,0.32390523215933187,388.7,1.3,2694,1047464.77,0.9177
lulu_pr_seeding_2021_spring_春節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,1,Spring,2,7,1,春節,5,medium,stable,95.0,105.88,93.69,111.57,98.01,-10.88,6.91,3416,323,0.8538,0.0946,very_high,0.7015840599904044,388.7,1.3,1396,542677.54,0.8828
lulu_pr_seeding_2021_spring_復活節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,1,Spring,2,7,1,復活節,5,medium,stable,95.0,99.63,92.83,88.21,87.4,-4.63,4.86,3658,475,0.7644,0.1299,low,0.5425346926242454,284.05,0.95,1643,466843.27,0.8339
lulu_pr_seeding_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,1,Spring,2,7,1,櫻花季,5,medium,stable,95.0,88.8,82.87,88.6,96.22,6.2,4.74,3694,423,0.8004,0.1145,medium,0.6684127711642605,299.0,1.0,1873,560238.21,0.8625
lulu_pr_seeding_2021_spring_情人節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,1,Spring,2,7,1,情人節,5,medium,stable,95.0,83.48,92.63,104.52,87.91,11.52,7.85,3424,277,0.7177,0.0809,high,0.6099092513115032,358.8,1.2,1696,608843.52,0.8973
lulu_sticker_2021_spring_情人節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2021,1,Spring,2,7,1,情人節,5,low,growing,95.0,116.22,89.08,90.75,89.63,-21.22,11.45,7250,898,0.6969,0.1239,high,0.3468774882333115,358.8,1.2,4087,1466654.01,0.758
lulu_sticker_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2021,1,Spring,2,7,1,櫻花季,5,low,growing,95.0,101.59,90.74,82.37,105.72,-6.59,9.16,7917,1024,0.7461,0.1293,medium,0.3480388750100522,299.0,1.0,4324,1292975.34,0.8867
lulu_sticker_2021_spring_春節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2021,1,Spring,2,7,1,春節,5,low,growing,95.0,94.02,103.34,95.96,87.74,0.98,5.56,6994,920,0.7683,0.1315,very_high,0.4480432815886696,388.7,1.3,4356,1693537.79,0.8863
lulu_sticker_2021_spring_復活節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2021,1,Spring,2,7,1,復活節,5,low,growing,95.0,88.12,89.8,110.49,107.86,6.88,10.17,7424,1055,0.879,0.1421,low,0.6309745205858306,284.05,0.95,4763,1353039.32,0.8494
lulu_campaign_2021_spring_復活節,lulu_pig,Lulu罐頭豬,campaign,活動,2021,1,Spring,2,7,1,復活節,5,high,growing,92.82,99.43,99.74,82.83,93.61,-6.61,6.84,4922,662,0.7057,0.1345,low,0.5507002395119728,284.05,0.95,3283,932740.14,0.8664
lulu_campaign_2021_spring_情人節,lulu_pig,Lulu罐頭豬,campaign,活動,2021,1,Spring,2,7,1,情人節,5,high,growing,95.0,97.52,88.64,70.96,78.39,-2.52,10.07,4710,705,0.7609,0.1497,high,0.3901214787596939,358.8,1.2,2931,1051849.16,0.8525
lulu_campaign_2021_spring_春節,lulu_pig,Lulu罐頭豬,campaign,活動,2021,1,Spring,2,7,1,春節,5,high,growing,95.0,98.91,97.86,87.14,82.96,-3.91,6.84,5157,592,0.8676,0.1148,very_high,0.3352758018228561,388.7,1.3,2867,1114757.54,0.8739
lulu_campaign_2021_spring_櫻花季,lulu_pig,Lulu罐頭豬,campaign,活動,2021,1,Spring,2,7,1,櫻花季,5,high,growing,95.0,100.18,108.47,92.2,94.68,-5.18,6.24,4621,511,0.8371,0.1106,medium,0.4750305098290631,299.0,1.0,2969,887793.84,0.8236
lulu_2d_animation_2021_summer_端午節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,2,Summer,5,20,0,端午節,5,high,growing,93.8,95.37,87.72,83.49,93.95,-1.56,4.79,5242,759,0.7141,0.1448,medium,0.48474683431146554,299.0,1.0,2815,841928.56,0.8789
lulu_2d_animation_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,2,Summer,5,20,0,兒童節,5,high,growing,95.0,103.62,92.52,99.99,96.64,-8.62,4.1,4561,453,0.785,0.0993,medium,0.40572198712861574,328.9,1.1,2853,938507.75,0.9165
lulu_2d_animation_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,2,Summer,5,20,0,海洋主題,5,high,growing,95.0,111.87,86.02,87.22,96.19,-16.87,10.33,4371,592,0.8996,0.1354,medium,0.42824381039030884,284.05,0.95,2915,828158.91,0.8478
lulu_2d_animation_2021_summer_暑假,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,2,Summer,5,20,0,暑假,5,high,growing,95.0,89.93,98.69,101.49,79.24,5.07,8.68,4555,632,0.8281,0.1387,high,0.647310784582054,358.8,1.2,2554,916528.9,0.876
lulu_3d_animation_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,2,Summer,5,20,0,兒童節,5,very_high,growing,95.0,96.23,101.44,82.2,98.15,-1.23,7.34,4461,582,0.6622,0.1305,medium,0.7268303244134656,328.9,1.1,3104,1021207.13,0.7656
lulu_3d_animation_2021_summer_暑假,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,2,Summer,5,20,0,暑假,5,very_high,growing,95.0,108.94,92.47,103.18,90.23,-13.94,7.67,6397,937,0.7204,0.1465,high,0.5774239870530934,358.8,1.2,3461,1242163.66,0.7782
lulu_3d_animation_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,2,Summer,5,20,0,海洋主題,5,very_high,growing,95.0,88.43,96.11,83.08,88.2,6.57,4.65,6089,693,0.8213,0.1138,medium,0.6503565788763912,284.05,0.95,3584,1018234.43,0.8502
lulu_3d_animation_2021_summer_端午節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,2,Summer,5,20,0,端午節,5,very_high,growing,95.0,98.88,108.12,99.78,106.81,-3.88,4.1,6347,595,0.7082,0.0937,medium,0.5977947906981232,299.0,1.0,3013,901071.07,0.8131
lulu_comic_2021_summer_端午節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,2,Summer,5,20,0,端午節,5,medium,stable,95.0,98.83,98.9,96.49,109.38,-3.83,4.99,3282,491,0.7463,0.1496,medium,0.3015667287188362,299.0,1.0,2131,637389.02,0.9205
lulu_comic_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,2,Summer,5,20,0,海洋主題,5,medium,stable,95.0,94.15,100.0,80.55,108.19,0.85,10.08,3994,390,0.8165,0.0976,medium,0.3385432327940676,284.05,0.95,2089,593449.18,0.8801
lulu_comic_2021_summer_暑假,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,2,Summer,5,20,0,暑假,5,medium,stable,95.0,96.81,94.08,103.88,85.25,-1.81,6.67,3479,428,0.7434,0.123,high,0.5093373790528594,358.8,1.2,1698,609476.79,0.7673
lulu_comic_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,2,Summer,5,20,0,兒童節,5,medium,stable,95.0,91.14,94.46,90.04,85.49,3.86,3.21,3349,287,0.8484,0.0857,medium,0.3171931058736617,328.9,1.1,1770,582390.31,0.844
lulu_single_visual_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,2,Summer,5,20,0,兒童節,5,low,growing,95.0,103.31,90.25,116.62,93.67,-8.31,10.23,4501,365,0.6739,0.0811,medium,0.6593499034797943,328.9,1.1,2393,787362.82,0.8341
lulu_single_visual_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,2,Summer,5,20,0,海洋主題,5,low,growing,95.0,89.63,88.02,100.54,96.84,5.37,5.13,4303,448,0.8447,0.1041,medium,0.4651281660401647,284.05,0.95,2359,670170.8,0.8134
lulu_single_visual_2021_summer_端午節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,2,Summer,5,20,0,端午節,5,low,growing,95.0,94.87,98.22,99.66,84.85,0.13,5.78,4892,459,0.7786,0.0938,medium,0.5672966071184244,299.0,1.0,2403,718662.54,0.9139
lulu_single_visual_2021_summer_暑假,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,2,Summer,5,20,0,暑假,5,low,growing,95.0,101.02,94.13,99.63,108.57,-6.02,5.15,4627,397,0.8106,0.0858,high,0.4949462263840222,358.8,1.2,2469,885939.97,0.7908
lulu_collaboration_2021_summer_端午節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,2,Summer,5,20,0,端午節,5,very_high,growing,93.66,93.73,96.46,89.86,84.16,-0.08,4.62,6582,799,0.8089,0.1214,medium,0.6566890209982565,299.0,1.0,3498,1046093.17,0.9351
lulu_collaboration_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,2,Summer,5,20,0,海洋主題,5,very_high,growing,95.0,104.04,103.9,95.02,97.12,-9.04,4.02,6802,951,0.6947,0.1398,medium,0.731693302837666,284.05,0.95,3557,1010508.05,0.9109
lulu_collaboration_2021_summer_暑假,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,2,Summer,5,20,0,暑假,5,very_high,growing,95.0,93.27,104.57,89.8,96.38,1.73,5.46,7031,1026,0.7241,0.1459,high,0.4951490917640624,358.8,1.2,3409,1223391.63,0.7689
lulu_collaboration_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2021,2,Summer,5,20,0,兒童節,5,very_high,growing,95.0,105.62,101.52,95.86,106.36,-10.62,4.17,7661,876,0.881,0.1143,medium,0.3334816995928024,328.9,1.1,3836,1261893.99,0.8912
lulu_lulu_world_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2021,2,Summer,5,20,0,海洋主題,5,high,growing,92.43,89.64,91.75,90.59,97.42,2.79,3.02,4601,434,0.7009,0.0943,medium,0.618012355599391,284.05,0.95,2789,792332.61,0.7785
lulu_lulu_world_2021_summer_暑假,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2021,2,Summer,5,20,0,暑假,5,high,growing,95.0,106.96,101.28,103.17,91.96,-11.96,5.52,5645,729,0.8896,0.1291,high,0.5123567058958435,358.8,1.2,2899,1040244.49,0.8596
lulu_lulu_world_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2021,2,Summer,5,20,0,兒童節,5,high,growing,95.0,98.4,98.83,98.51,91.81,-3.4,2.94,3843,508,0.8165,0.1322,medium,0.5995785928040402,328.9,1.1,2963,974569.66,0.8227
lulu_pr_seeding_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,2,Summer,5,20,0,海洋主題,5,medium,stable,91.51,96.59,94.38,92.42,105.96,-5.08,5.19,3272,443,0.8997,0.1354,medium,0.6210968397354538,284.05,0.95,1682,477907.0,0.9281
lulu_pr_seeding_2021_summer_端午節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,2,Summer,5,20,0,端午節,5,medium,stable,95.0,98.0,91.99,85.23,84.64,-3.0,5.47,2955,303,0.7155,0.1025,medium,0.7460107412643693,299.0,1.0,1480,442719.95,0.8916
lulu_pr_seeding_2021_summer_暑假,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,2,Summer,5,20,0,暑假,5,medium,stable,95.0,97.59,74.42,96.43,95.21,-2.59,9.56,2792,408,0.8771,0.1461,high,0.4055385874481527,358.8,1.2,1723,618342.24,0.8474
lulu_pr_seeding_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2021,2,Summer,5,20,0,兒童節,5,medium,stable,95.0,97.16,94.07,102.17,97.87,-2.16,2.89,3033,272,0.7278,0.0897,medium,0.3993238208588857,328.9,1.1,1663,547203.25,0.7937
lulu_sticker_2021_summer_端午節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2021,2,Summer,5,20,0,端午節,5,low,growing,95.0,91.75,105.58,100.9,94.88,3.25,5.35,6278,667,0.6847,0.1062,medium,0.5732374615826057,299.0,1.0,4009,1198964.93,0.8957
lulu_sticker_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2021,2,Summer,5,20,0,兒童節,5,low,growing,95.0,93.45,100.61,100.7,87.23,1.55,5.6,8028,967,0.7431,0.1205,medium,0.4160127093952933,328.9,1.1,4455,1465311.75,0.7741
lulu_sticker_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2021,2,Summer,5,20,0,海洋主題,5,low,growing,89.83,86.91,86.45,80.8,84.33,2.92,2.41,9232,775,0.7376,0.0839,medium,0.3355464669776688,284.05,0.95,4153,1179821.76,0.8001
lulu_campaign_2021_summer_端午節,lulu_pig,Lulu罐頭豬,campaign,活動,2021,2,Summer,5,20,0,端午節,5,high,growing,95.0,86.38,92.33,111.01,82.96,8.62,10.83,4634,392,0.7001,0.0846,medium,0.35623008374444487,299.0,1.0,2926,875054.73,0.7748
lulu_campaign_2021_summer_兒童節,lulu_pig,Lulu罐頭豬,campaign,活動,2021,2,Summer,5,20,0,兒童節,5,high,growing,95.0,98.21,101.66,90.46,100.15,-3.21,4.31,5140,699,0.776,0.136,medium,0.4228182515271102,328.9,1.1,3259,1072129.93,0.8958
lulu_campaign_2021_summer_海洋主題,lulu_pig,Lulu罐頭豬,campaign,活動,2021,2,Summer,5,20,0,海洋主題,5,high,growing,95.0,87.86,107.51,99.02,113.34,7.14,9.59,4498,384,0.7392,0.0854,medium,0.7221067283592502,284.05,0.95,2789,792374.33,0.8439
lulu_campaign_2021_summer_暑假,lulu_pig,Lulu罐頭豬,campaign,活動,2021,2,Summer,5,20,0,暑假,5,high,growing,95.0,95.37,80.49,81.38,92.7,-0.37,6.63,6794,596,0.8271,0.0877,high,0.5772374792241713,358.8,1.2,2837,1018267.99,0.8271
lulu_2d_animation_2021_fall_開學季,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,3,Fall,8,33,0,開學季,5,high,growing,95.0,103.57,97.64,85.55,91.01,-8.57,6.79,3925,540,0.8401,0.1376,high,0.35881070439859125,328.9,1.1,2338,769180.71,0.9169
lulu_2d_animation_2021_fall_萬聖節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,3,Fall,8,33,0,萬聖節,5,high,growing,95.0,93.01,94.74,100.3,104.95,1.99,4.72,4357,644,0.6716,0.1478,medium,0.317337191451531,299.0,1.0,2868,857568.55,0.8234
lulu_2d_animation_2021_fall_感恩節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,3,Fall,8,33,0,感恩節,5,high,growing,88.29,94.15,94.42,90.84,94.05,-5.85,1.47,4502,530,0.803,0.1177,low,0.4430356740939497,269.1,0.9,2777,747342.53,0.9471
lulu_2d_animation_2021_fall_中秋節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2021,3,Fall,8,33,0,中秋節,5,high,growing,95.0,97.8,91.72,101.28,91.45,-2.8,4.16,5152,585,0.8782,0.1135,high,0.6803146369612669,373.75,1.25,2619,978939.17,0.85
lulu_3d_animation_2021_fall_中秋節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,3,Fall,8,33,0,中秋節,5,very_high,growing,95.0,86.87,108.79,103.69,87.7,8.13,9.66,7106,1005,0.6945,0.1414,high,0.41447787084878485,373.75,1.25,2994,1119187.97,0.892
lulu_3d_animation_2021_fall_開學季,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,3,Fall,8,33,0,開學季,5,very_high,growing,91.96,96.06,87.73,92.83,89.27,-4.09,3.23,5812,855,0.7066,0.1471,high,0.7982170405702944,328.9,1.1,3186,1048025.28,0.9347
lulu_3d_animation_2021_fall_萬聖節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,3,Fall,8,33,0,萬聖節,5,very_high,growing,95.0,102.61,82.69,83.63,87.15,-7.61,8.02,6797,1018,0.8309,0.1498,medium,0.4822315949496244,299.0,1.0,3219,962544.16,0.9354
lulu_3d_animation_2021_fall_感恩節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2021,3,Fall,8,33,0,感恩節,5,very_high,growing,93.29,93.0,95.82,108.22,104.18,0.29,6.15,7083,1011,0.7212,0.1427,low,0.5149581975963021,269.1,0.9,3318,893069.85,0.8701
lulu_comic_2021_fall_萬聖節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,3,Fall,8,33,0,萬聖節,5,medium,stable,95.0,94.87,88.73,111.36,104.91,0.13,8.75,2951,413,0.6995,0.14,medium,0.630282862739471,299.0,1.0,2133,637972.24,0.9099
lulu_comic_2021_fall_感恩節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,3,Fall,8,33,0,感恩節,5,medium,stable,89.88,91.76,95.61,81.61,96.84,-1.88,5.98,3191,415,0.7034,0.1301,low,0.5096643756356677,269.1,0.9,2128,572856.36,0.7608
lulu_comic_2021_fall_中秋節,lulu_pig,Lulu罐頭豬,comic,漫畫,2021,3,Fall,8,33,0,中秋節,5,medium,stable,95.0,86.13,105.69,87.24,94.65,8.87,7.8,3964,451,0.7292,0.1138,high,0.43700774055905084,373.75,1.25,2008,750630.05,0.7562
lulu_single_visual_2021_fall_萬聖節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2021,3,Fall,8,33,0,萬聖節,5,low,growing,95.0,97.58,95.96,94.93,91.76,-2.58,2.13,3252,413,0.8218,0.127,medium,0.38085354044925196,299.0,1.0,2555,764220.41,0.817
